project_duration,eval_lag,sector_code,completion_year,project_size_USD_calculated,success
4432,1322,321,1986,58320000.0,0
5239,0,140,1989,18360000.0,1
6252,1561,313,1990,8954883.6,0
3455,1120,311,1993,9192225.6,1
3403,2898,140,1993,18960000.0,1
3779,1212,311,1993,12240000.0,1
6709,1378,311,1994,181200000.0,1
6097,0,311,1996,9203253.6,1
1454,814,311,1998,5153822.399999999,1
4895,814,311,1998,10675774.799999999,1
2123,793,140,1999,30720000.0,1
1861,961,430,1999,24240000.0,1
2439,1453,140,2000,29520000.0,1
2884,1877,140,2001,11964230.4,0
2403,1286,720,2001,10939600.799999999,1
1948,1343,112,2001,46800000.0,1
2390,2021,210,2002,77040000.0,1
1984,1626,210,2003,42360000.0,1
2856,720,210,2004,12840000.0,0
3461,1490,311,2005,12240000.0,1
3489,1616,140,2007,20880000.0,0
3775,1105,410,2008,12840000.0,1
3992,1716,311,2008,14640000.0,0
4305,1556,230,1990,31200000.0,0
3682,1556,230,1990,8221573.199999999,0
4974,0,210,1991,13800000.0,0
3724,0,430,1991,412800000.0,1
3524,0,430,1991,5952428.399999999,1
1399,2273,230,1991,97080000.0,1
4494,0,151,1992,3985537.1999999997,0
2806,0,230,1995,19920000.0,1
2784,0,210,1996,5092467.6,1
2329,0,230,1997,205200000.0,1
2711,0,321,1997,18720000.0,1
2453,0,720,1998,6135502.8,1
2029,0,720,1998,7055828.399999999,1
1929,1331,122,1999,4417562.399999999,0
4172,0,230,1999,38520000.0,1
3337,2618,230,2000,128400000.0,1
1790,0,122,2000,8405638.799999999,1
1849,0,230,2000,44520000.0,1
3174,1313,312,2003,3067752.0,0
2734,0,130,2003,12000000.0,1
2838,1452,130,2003,85800000.0,0
2184,1390,130,2005,28920000.0,0
4165,1374,230,2007,18240000.0,1
2830,1576,113,2008,20880000.0,0
2822,696,113,2008,14520000.0,0
2783,1147,122,2008,3714972.0,1
5504,1063,140,2009,24480000.0,1
2843,715,140,1989,5644663.2,1
2898,0,210,1990,10959866.4,1
2557,701,210,1996,6012793.2,1
1699,1449,210,2002,4816369.2,0
2786,1594,210,2002,2278800.0,1
2249,279,210,2006,3813600.0,1
3140,0,220,1988,24000000.0,1
3248,0,321,1989,5264262.0,0
1170,0,220,1991,429600000.0,1
4144,0,230,1993,14760000.0,1
6216,0,311,1993,67440000.0,1
2356,0,230,1993,12240000.0,1
3573,652,313,1993,4601626.8,0
5635,0,313,1994,13200000.0,0
5678,0,313,1994,15960000.0,0
3612,398,230,1994,7362603.6,1
3002,434,230,1994,23280000.0,1
5558,1106,311,1994,36840000.0,0
4225,0,313,1994,4417562.399999999,1
4225,0,313,1994,6442278.0,0
5390,0,313,1994,12240000.0,0
4655,0,311,1994,4908402.0,1
3216,0,230,1995,9203253.6,1
3646,0,210,1996,3067752.0,1
5520,0,140,1996,9215967.6,1
3191,0,410,1997,12240000.0,1
3741,0,311,1997,6135502.8,1
4157,0,313,1997,15360000.0,1
3604,0,121,1997,11043904.799999999,1
2042,1582,311,1985,9203253.6,1
1837,326,311,1988,2909612.4,1
3169,0,121,1988,15600000.0,1
2721,0,121,1988,15360000.0,1
1809,396,311,1988,6032043.6,1
4556,0,230,1989,11843905.2,1
1883,0,121,1989,3579518.4,1
1220,1385,331,2006,4404000.0,1
2001,1466,430,2008,2520000.0,0
3662,-943,240,2012,10389703.2,0
1505,1456,210,1984,3681301.1999999997,1
1209,1011,210,1985,2454201.6,1
2112,1163,230,1986,20160000.0,1
1398,993,140,1986,2638266.0,1
1078,1108,210,1987,2454201.6,1
1026,1171,210,1987,2454201.6,1
1996,0,311,1990,4908402.0,1
1437,4200,210,1990,6258212.399999999,1
1492,4110,210,1990,6350245.2,1
1470,3898,140,1991,9264609.6,0
1672,3546,210,1992,10184934.0,1
1604,2920,210,1993,6012793.2,1
2403,2723,210,1994,9203253.6,1
1772,2754,210,1994,6196857.6,1
2232,0,510,1997,246000000.0,0
3469,3556,140,1998,17880000.0,0
1307,0,230,1999,6749053.2,1
3254,0,130,1999,2515556.4,1
2754,511,210,2000,5215177.2,1
1369,1228,130,2000,3313171.1999999997,1
3513,0,311,2000,3172054.8,0
2331,907,220,2002,5412000.0,1
1456,135,130,2003,3190461.6,1
2435,1274,312,2006,3816000.0,0
2328,1324,140,2008,3138036.0,1
3536,1324,140,2008,5215177.2,1
2820,377,111,2008,1840800.0,0
2307,596,152,2010,8212466.399999999,1
2853,1671,220,1994,8160218.399999999,1
2422,1200,121,1995,36840000.0,1
1806,3293,114,1997,7853443.199999999,1
5132,-1380,160,1998,10737129.6,1
3690,1787,140,1998,18840000.0,0
1365,1011,114,1998,5828727.6,1
5132,640,160,1998,10737129.6,1
1617,988,160,1998,8405638.799999999,1
2681,1179,114,2001,7255200.0,1
1412,1940,114,2001,4233496.8,1
2613,0,112,2001,15600000.0,1
2390,745,160,2002,10320000.0,1
2565,1317,122,2002,15840000.0,1
1701,2153,730,2003,12600000.0,0
4040,873,210,2003,16200000.0,1
1285,1812,160,2004,7320000.0,0
1030,1812,160,2004,10080000.0,0
1977,1375,160,2006,6720000.0,0
1915,1878,140,1984,5521952.399999999,1
3714,1277,321,1985,4294851.6,1
2730,713,140,1987,6657020.399999999,1
1308,2920,321,1988,2208781.1999999997,1
2688,2662,140,1988,3382050.0,0
4131,1785,311,1990,4356206.399999999,0
2862,663,311,1990,11105259.6,1
2656,0,210,1991,12240000.0,1
3396,0,430,1992,582872.772,0
2055,1337,321,1993,3190461.6,1
4170,0,140,1997,28200000.0,1
5382,0,210,1997,3988076.4,0
3637,2781,311,1998,31800000.0,0
1448,1334,140,1999,268800000.0,1
4586,0,160,1999,2559274.8,0
2263,2685,140,2000,17520000.0,1
3074,0,230,2000,10123579.2,1
3052,0,112,2001,12240000.0,1
3877,0,311,2001,613550.2919999999,0
2924,0,160,2002,12240000.0,1
3451,856,311,2003,10680000.0,0
3218,1918,130,2004,3067752.0,0
2661,2117,140,2005,20400000.0,1
4156,436,311,2006,19320000.0,1
3359,1237,122,2007,6135502.8,0
2352,866,130,2007,1227100.8,0
2353,1070,210,1985,27000000.0,0
2443,1609,321,1986,17520000.0,0
3152,3968,140,1988,4294851.6,0
3824,0,210,1988,5337888.0,0
2886,1939,140,1993,11043904.799999999,0
1052,1939,140,1993,4601626.8,0
1727,276,240,2011,4200000.0,0
1335,276,240,2011,14400000.0,1
2709,276,240,2011,3600000.0,1
2498,841,311,1988,61200000.0,0
771,2141,720,2002,18360000.0,1
1102,2423,230,2004,14160000.0,1
1486,1643,140,2005,15120000.0,0
1575,1597,230,2006,16080000.0,1
1790,800,230,2006,65160000.0,1
3940,990,210,1990,3067752.0,1
4636,0,311,1993,7362603.6,0
3309,458,230,1994,134400000.0,1
5654,0,230,1995,246000000.0,1
9717,0,321,1995,32880000.0,0
483,862,230,1997,7055828.399999999,1
2315,0,240,1997,80400000.0,0
7400,0,311,1999,79680000.0,1
1343,1342,230,2000,61560000.0,1
4961,0,210,2002,1552282.8,0
3438,0,210,2002,9816804.0,0
3397,1701,230,2007,11076000.0,0
1090,590,730,2008,12000000.0,1
1995,0,210,1993,5276532.0,1
4184,3334,230,1988,24600000.0,0
1512,2865,230,1989,8957834.4,0
3599,2641,210,1990,35760000.0,1
3171,2856,210,1990,1227100.8,0
3509,0,210,1990,8957834.4,0
2799,0,210,1990,7362603.6,1
2910,2206,140,1991,23040000.0,0
2512,2457,140,1991,8139979.199999999,0
3892,0,230,1991,326400000.0,1
3527,1593,321,1992,31560000.0,1
4648,0,321,1993,4233496.8,0
2388,946,230,1995,11869473.6,0
2646,0,210,1996,112320000.0,0
4443,0,220,1997,9649243.2,1
3563,0,210,1997,104880000.0,0
3705,0,140,1997,6233671.2,0
5700,0,230,1997,1586280.0,0
1137,3165,311,1981,232800000.0,1
3163,0,230,1989,83400000.0,0
2040,671,122,1990,2245593.6,1
3080,1282,121,1996,6258212.399999999,1
1733,0,130,1999,613550.2919999999,1
3778,1183,321,2000,20280000.0,1
2948,1806,230,1984,259200000.0,1
3262,0,230,1989,23520000.0,1
4066,1578,311,1989,18480000.0,0
4892,2246,311,1992,59400000.0,1
3838,0,321,1996,9019189.2,1
3602,0,230,1998,87120000.0,1
1982,1143,121,1987,5215177.2,1
2477,1003,430,1988,16560000.0,1
3733,0,230,1990,6135502.8,1
3114,0,230,1990,8589704.4,1
2400,0,210,1990,2151646.8,1
2781,0,210,1991,7380764.399999999,1
4978,1517,311,1991,31920000.0,1
3296,0,430,1992,6135502.8,1
4838,0,430,1992,6620684.399999999,1
3835,0,430,1994,6135502.8,1
4208,0,311,1994,5534107.2,1
3782,0,210,1994,6752574.0,1
4325,0,210,1994,10860036.0,1
3067,0,230,1995,6960000.0,1
2115,0,230,1995,23160000.0,1
2232,0,230,1995,14280000.0,1
4712,0,311,1995,7976154.0,1
4648,0,230,1996,11607837.6,1
2001,0,430,1996,9816804.0,1
2709,0,430,1996,7362603.6,1
3245,0,430,1996,3067752.0,1
3421,0,230,1999,115680000.0,1
3709,0,210,1999,10430354.4,1
1863,2141,113,1999,15600000.0,1
4122,0,230,1999,14760000.0,1
3678,0,210,2000,45120000.0,0
3201,2028,230,2001,136800000.0,1
2871,957,311,2002,154800000.0,0
3823,901,210,2002,3916291.1999999997,0
2722,1065,230,2003,113760000.0,1
2390,3762,210,1979,27600000.0,1
2115,2216,210,1982,183600000.0,0
1099,1232,210,1985,3374526.0,1
2419,936,210,1987,52200000.0,1
876,0,410,1988,1926132.0,1
2404,1510,140,1989,8282929.199999999,0
1997,0,140,1990,3681301.1999999997,1
2365,0,230,1990,164400000.0,1
1869,803,140,1990,3006396.0,0
1624,800,140,1991,1656585.5999999999,1
2022,0,311,1991,7362603.6,1
1936,0,311,1991,10123579.2,1
1536,0,510,1992,98160000.0,1
1380,919,230,1995,1998048.0,1
3471,0,210,1996,7546668.0,1
3121,0,311,1996,9203253.6,1
3409,598,230,1997,2760976.8,1
3181,598,230,1997,12600000.0,1
3114,598,230,1997,4601626.8,1
1801,1784,122,2001,3497236.8,0
3153,1405,140,2007,5092467.6,0
855,3219,210,1982,4448239.2,1
2177,0,410,1988,1840651.2,1
2619,4689,311,1984,105840000.0,1
2527,2956,140,1985,12240000.0,1
4453,3738,140,1985,12360000.0,0
860,1595,210,1985,1717940.4,1
1601,958,313,1985,8160218.399999999,0
3052,2059,210,1985,27600000.0,1
1246,1456,313,1986,5025008.399999999,0
2072,4120,321,1986,27600000.0,0
2544,1432,210,1987,9203253.6,0
2069,0,210,1988,2208781.1999999997,1
2542,3460,210,1988,17640000.0,1
4681,0,230,1988,12240000.0,0
2638,567,210,1989,15360000.0,1
2519,1054,313,1989,3460423.1999999997,0
3838,1152,321,1989,412800000.0,0
1130,3135,210,1990,3681301.1999999997,1
3218,0,321,1990,19320000.0,0
2511,2289,313,1991,2147426.4,0
4486,3354,210,1991,388800000.0,1
2604,3588,313,1991,12840000.0,0
1388,2072,210,1992,5521952.399999999,1
1877,0,510,1992,202800000.0,1
7384,0,140,1992,19560000.0,1
1117,2374,210,1992,6135502.8,1
4760,0,210,1993,3926721.5999999996,1
2212,0,210,1993,21480000.0,1
4494,1015,140,1994,14400000.0,1
5306,0,140,1994,40680000.0,1
1927,2336,140,1994,34320000.0,0
1378,1015,140,1994,613550.2919999999,1
2621,0,230,1994,6135502.8,1
1378,1015,140,1994,1533876.0,1
3660,1835,140,1995,36120000.0,0
1977,1222,230,1995,18360000.0,1
2325,3818,210,1995,2607589.1999999997,1
1275,0,140,1995,1533876.0,1
1989,780,210,1995,9816804.0,1
1253,780,210,1995,7055828.399999999,1
3558,1963,311,1995,22560000.0,1
5924,419,210,1996,10951872.0,1
5400,0,430,1996,5521952.399999999,1
1952,1036,210,1996,27600000.0,1
9597,0,311,1996,57720000.0,0
6103,0,311,1996,35760000.0,0
1834,0,220,1997,8896479.6,1
3207,0,140,1997,20280000.0,1
2968,0,510,1997,29880000.0,1
6184,0,140,1997,15360000.0,0
1292,827,230,1997,24600000.0,1
4927,3249,311,1997,8221573.199999999,1
3174,1527,140,1998,8604000.0,1
5376,0,230,1998,345600000.0,1
3048,0,230,1998,1533876.0,0
1644,1465,122,1998,2822331.6,1
1784,1458,113,1998,6135502.8,1
1693,2428,210,1999,7301248.8,1
1522,832,140,1999,2699620.8,0
1420,1797,130,1999,4172142.0,1
1886,869,140,1999,9571384.799999999,1
3508,2092,210,2000,7117183.2,1
2034,0,210,2000,26400000.0,1
1213,2403,140,2001,5276532.0,1
1490,0,114,2001,1533876.0,1
2332,1422,210,2001,6172316.399999999,1
1058,1422,210,2001,6000522.0,1
1588,1082,210,2002,8232000.0,1
2531,1165,230,2002,324000000.0,0
4091,1333,312,2002,13920000.0,1
1517,657,130,2002,2520000.0,1
2392,2674,140,2002,20040000.0,0
2916,1101,410,2002,1656585.5999999999,0
4020,1282,312,2003,12360000.0,1
3472,800,410,2003,7452000.0,0
2850,1989,121,2004,1844185.2,1
3288,590,311,2004,14520000.0,1
3970,1739,140,2005,33720000.0,1
3024,1110,113,2005,3313171.1999999997,1
1632,1047,121,2005,102000000.0,1
2599,-44,210,2005,7260000.0,1
4372,1739,140,2005,58080000.0,1
2016,1435,140,2005,11916000.0,0
2539,2585,140,2005,3000000.0,0
2349,795,140,2005,7452000.0,1
2972,1232,122,2005,4049432.4,1
2560,2240,600,2005,44160000.0,1
1805,1520,140,2005,4716000.0,0
2324,1814,140,2006,7055828.399999999,0
3402,1585,410,2006,8844000.0,0
869,1180,151,2007,34200000.0,0
2902,1312,230,2007,9360000.0,0
3927,1434,140,2007,21720000.0,1
4215,211,240,2011,48240000.0,1
3439,211,240,2011,54840000.0,1
3647,0,321,1988,16920000.0,0
3631,0,230,1988,465600000.0,1
1694,1263,230,1990,390000000.0,1
1293,1263,230,1990,64800000.0,1
2462,1290,230,1990,397200000.0,1
2451,1184,230,1991,16200000.0,1
2655,1198,230,1991,23640000.0,1
2019,1911,230,1992,47160000.0,1
2446,841,230,1992,29040000.0,1
2401,0,322,1992,18000000.0,0
2955,3579,230,1993,60240000.0,1
6765,1298,230,1993,408000000.0,0
3822,0,210,1994,61080000.0,1
2357,0,210,1994,44520000.0,1
1634,1585,230,1994,156000000.0,1
3359,0,230,1996,21360000.0,1
3134,0,240,1997,92040000.0,1
4078,0,321,1997,17760000.0,1
6710,0,321,1997,78240000.0,1
2807,0,230,1998,112080000.0,1
3603,0,210,1999,21120000.0,0
5407,0,210,2001,48960000.0,1
3958,0,140,2002,138000000.0,1
5509,0,140,2002,136800000.0,1
2214,2007,140,2003,17040000.0,1
5451,0,140,2003,81360000.0,1
4835,0,140,2003,242400000.0,1
6113,0,140,2003,118800000.0,1
5451,0,140,2003,92400000.0,1
2935,0,140,2003,112920000.0,1
2615,0,230,2003,14280000.0,1
2907,1177,140,2004,22800000.0,1
2480,1299,140,2004,121200000.0,1
2507,1191,140,2005,13200000.0,1
3883,1450,230,2005,98040000.0,0
1996,1383,140,2005,25440000.0,0
2191,1096,140,2006,52320000.0,1
3060,1456,140,2006,54840000.0,1
4977,1450,140,2006,27600000.0,1
3780,1376,140,2006,59040000.0,0
3486,1376,140,2006,97320000.0,0
2192,1456,140,2006,49200000.0,1
3695,1241,210,2007,358800000.0,1
2871,5048,210,1988,4302535.2,1
2969,1524,210,1990,11964230.4,1
2228,4109,210,1991,4908402.0,1
2089,405,210,1993,6626343.6,1
3414,1758,311,1994,2822331.6,0
2133,2865,210,1994,5794520.399999999,0
754,0,510,1995,4601626.8,1
2056,0,510,1995,18360000.0,1
1348,0,210,1997,3067752.0,1
2019,1074,210,1997,10368999.6,1
2543,0,220,1997,2125647.6,0
2184,1596,210,1998,3619946.4,0
3242,2335,140,1998,11841519.6,1
1699,0,510,1998,3681301.1999999997,1
3093,2474,210,2000,15120000.0,1
2312,0,130,2000,7669378.8,1
2035,428,210,2001,5624785.2,0
2012,2478,113,2003,5031112.8,0
3175,1214,410,2003,9516000.0,1
3189,1785,140,2004,14640000.0,0
3831,1048,122,2005,7968000.0,1
3515,113,210,2006,62040000.0,1
2748,1272,113,2009,6135502.8,1
2785,1163,140,2009,24360000.0,1
2404,448,240,2009,3988076.4,0
4215,5,130,2009,6912000.0,1
3045,-196,240,2009,1380488.4,1
4098,899,160,2004,26400000.0,0
1476,0,210,1998,3006396.0,1
1319,0,210,1998,41880000.0,1
1132,1380,220,1998,17400000.0,0
1242,0,130,1998,3804012.0,1
1758,1385,321,1999,6478800.0,0
2173,1406,122,2005,3251816.4,1
1323,1406,122,2005,3600000.0,1
2059,951,130,2007,3251816.4,1
1761,1666,140,2007,2400000.0,1
1645,951,130,2007,3240000.0,1
3489,1666,140,2007,27000000.0,1
3489,1246,140,2007,27000000.0,0
2275,1046,113,2008,33240000.0,1
2074,1141,210,2008,3960000.0,1
3758,1141,210,2008,75600000.0,1
2778,1239,122,2009,3456000.0,1
1241,2443,160,1999,5521952.399999999,1
751,2443,111,1999,2147426.4,1
799,1962,160,2000,2454201.6,1
3256,1451,140,2004,13800000.0,1
3216,697,140,2004,8508000.0,0
2198,1444,140,2004,6120000.0,1
3453,1660,140,2007,7486800.0,1
751,959,720,2008,24000000.0,0
566,959,720,2008,24000000.0,0
354,730,998,2009,24000000.0,0
268,462,998,2010,30000000.0,0
4319,730,111,2010,4908402.0,1
446,22,998,2011,24000000.0,0
2965,-54,240,2012,33960000.0,0
2403,2452,140,1995,1859056.8,1
7142,0,140,2001,19080000.0,0
5197,0,311,1993,122400000.0,0
3216,1858,210,1994,40440000.0,1
2655,1629,210,1995,48360000.0,1
6062,1707,140,1996,38400000.0,1
1596,1512,112,2001,8405638.799999999,1
3416,1120,140,2004,10200000.0,0
1045,960,140,2005,32760000.0,1
5531,960,140,2005,78720000.0,1
1339,960,160,2005,4200000.0,1
4152,1095,140,2009,8881952.4,1
3948,1092,140,2009,25560000.0,0
3870,1383,130,2009,5160000.0,0
3419,953,112,2010,6600000.0,1
1863,1432,210,1987,12240000.0,0
3076,3123,210,1987,6998118.0,0
2929,1679,140,1987,25200000.0,0
4340,0,321,1989,61920000.0,1
3414,2353,210,1989,14760000.0,0
2355,2657,140,1990,3681301.1999999997,1
3495,6738,140,1990,17160000.0,1
3066,0,210,1991,3558591.6,1
2153,1737,140,1993,3681301.1999999997,1
3534,2738,210,1993,21960000.0,1
301,1737,140,1993,4294851.6,1
762,2809,210,1994,4294851.6,1
4312,0,210,1995,3374526.0,1
3800,1632,321,1996,10908924.0,1
1754,0,140,1998,4908402.0,1
2071,2196,140,1999,4601626.8,1
2012,0,510,1999,12240000.0,1
2460,998,210,2000,9755449.2,0
1792,1819,140,2001,8282929.199999999,1
2447,1498,210,2005,41400000.0,0
3730,473,140,2007,3681301.1999999997,1
4045,473,140,2007,13440000.0,1
2921,1471,140,2008,11412034.799999999,0
2333,1221,130,2009,3600000.0,1
2699,1221,130,2009,2638266.0,1
1895,-447,510,2012,12000000.0,0
1895,-29,510,2012,12000000.0,1
1058,0,210,1984,18360000.0,1
1044,1967,311,1988,6135502.8,1
2404,0,210,1988,8589704.4,0
2944,0,220,1991,16440000.0,1
2549,0,220,1991,20160000.0,1
2168,0,220,1991,7362603.6,1
3117,0,210,1993,10553064.0,1
1626,0,210,1993,9203253.6,1
1967,0,311,1993,7853443.199999999,1
4138,0,311,1994,8804446.799999999,1
1318,4402,210,1994,16560000.0,0
3067,1387,140,1994,3067752.0,1
3564,1469,210,1994,20880000.0,1
2452,1694,210,1994,11234104.799999999,0
2015,0,323,1995,3067752.0,1
1476,2187,321,1995,6749053.2,1
1750,0,321,1995,3681301.1999999997,1
1316,0,321,1995,8589704.4,1
3340,0,230,1996,5521952.399999999,1
1574,0,311,1996,6135502.8,1
3730,907,311,1997,22680000.0,0
1691,3242,210,1997,21480000.0,0
3190,390,210,1997,4755014.399999999,1
1237,0,210,1998,1521132.0,1
5285,0,311,2000,5710200.0,1
6184,0,311,2000,8282929.199999999,1
3120,3568,220,2000,12720000.0,0
2339,1278,210,2003,3696000.0,0
4019,53,210,2006,11657455.2,0
3314,53,210,2006,17760000.0,0
6160,1,311,2010,5061789.6,0
400,1511,210,1995,93500000.0,1
1311,565,140,1998,5500000.0,1
3145,586,240,1998,102000000.0,0
1161,299,240,1999,23400000.0,1
1827,405,240,1999,68000000.0,0
2781,181,230,1999,6100000.0,0
1024,224,160,1999,30000000.0,1
2202,303,110,2001,20000000.0,1
1730,3726,410,2001,6200000.0,0
527,41,240,2002,11610000.0,1
1778,482,160,2002,16300000.0,1
1185,452,160,2002,15000000.0,1
2120,259,240,2002,23000000.0,0
2331,520,140,2002,28000000.0,1
1845,294,140,2003,21200000.0,0
481,762,160,2003,108000000.0,1
1926,113,430,2003,25000000.0,0
2979,366,410,2003,50500000.0,1
2490,394,430,2003,45000000.0,0
2020,438,410,2003,19700000.0,1
2400,231,150,2003,5500000.0,0
2766,215,150,2004,9000000.0,0
2395,277,410,2004,4400000.0,1
745,213,160,2004,84000000.0,1
2022,264,230,2004,3550000.0,1
2402,293,220,2004,10000000.0,1
3212,453,410,2004,7000000.0,0
1207,1577,240,2004,19260000.0,1
2718,272,240,2005,84500000.0,0
216,177,150,2005,20000000.0,1
2914,313,430,2005,25000000.0,0
3789,260,430,2005,51500000.0,1
2319,272,410,2005,5610000.0,1
2410,261,140,2005,62900000.0,0
1836,175,430,2005,26000000.0,1
1969,264,120,2005,8850000.0,1
2679,270,230,2006,91000000.0,1
1200,273,430,2006,70000000.0,1
1765,339,110,2006,7630000.0,1
1835,362,160,2006,16000000.0,1
2565,472,410,2006,13600000.0,0
1509,274,120,2007,17900000.0,1
2230,270,410,2007,24200000.0,1
1586,285,410,2007,12115000.0,1
2139,386,160,2008,20000000.0,1
1566,794,120,2008,59800000.0,1
2160,324,140,2008,18928900.0,0
1738,481,140,2008,21200000.0,1
3070,1477,310,2008,16300000.0,0
2079,383,410,2008,8450000.0,1
1435,518,430,2008,6000000.0,0
19,517,150,2008,40000000.0,1
1890,560,140,2008,13400000.0,0
2174,1047,410,2009,10950000.0,0
1142,447,230,2009,4530000.0,1
1896,817,410,2009,22300000.0,1
2359,652,410,2009,43600000.0,0
2527,609,240,2009,22600000.0,1
3185,338,410,2009,14000000.0,1
1904,651,120,2009,10000000.0,0
64,594,150,2009,40000000.0,1
2424,478,140,2009,26760000.0,1
877,438,310,2009,10000000.0,0
2072,366,120,2010,8000000.0,1
26,545,150,2010,40000000.0,1
2023,1086,410,2010,11500000.0,0
2288,446,120,2010,9000000.0,1
1994,574,120,2010,20000000.0,0
1394,402,430,2010,14200000.0,1
2357,700,410,2011,72872000.0,1
1941,933,410,2011,5470000.0,1
2649,1113,410,2011,34930000.0,1
1746,410,160,2011,62000000.0,1
1654,729,430,2011,40200000.0,0
2111,538,310,2011,24010000.0,1
2330,875,140,2011,13320000.0,1
1684,465,240,2011,45000000.0,1
1746,369,160,2011,17600000.0,1
2482,325,120,2011,32160000.0,0
521,475,410,2011,22865000.0,0
2424,545,220,2011,2700000.0,1
3563,1515,240,2011,6150000.0,1
2628,1047,410,2011,7571000.0,1
2475,784,140,2011,42640000.0,1
2487,1552,410,2012,60000000.0,0
54,338,150,2012,40000000.0,1
2050,897,210,2012,26000000.0,0
1137,518,310,2012,7117000.0,1
2657,599,430,2012,11037400.0,1
1382,788,240,2012,11200000.0,1
1527,1049,140,2012,33760000.0,1
3047,444,240,2012,408689984.0,1
252,564,120,2012,30000000.0,1
536,543,220,2012,58000000.0,0
2949,359,160,2012,82500000.0,1
2009,656,310,2012,29240000.0,1
2377,562,410,2012,34350000.0,1
1679,526,410,2012,19760000.0,1
1405,546,210,2012,18000000.0,0
1217,913,140,2012,7100000.0,1
1706,401,160,2012,100000000.0,1
2429,608,140,2012,22900000.0,0
2806,487,110,2012,10000000.0,1
1217,1052,140,2012,7600000.0,0
1525,822,310,2012,13000000.0,1
1444,654,430,2013,10000000.0,1
2922,1772,230,2013,83000000.0,0
3294,499,230,2013,590000000.0,0
2056,781,410,2013,7500000.0,0
2469,867,310,2013,51000000.0,1
2201,1189,410,2013,9090000.0,0
2018,480,160,2013,10000000.0,1
2822,1217,410,2013,16500000.0,0
2068,504,210,2013,46650000.0,1
59,436,150,2013,40000000.0,1
1654,533,410,2013,4996000.0,1
2488,821,140,2013,142170000.0,1
1991,652,230,2014,30000000.0,1
2134,393,410,2014,35520000.0,1
1441,1251,220,2014,14900000.0,1
225,729,150,2014,40000000.0,0
2103,851,220,2014,7200000.0,1
3107,544,230,2014,125000000.0,0
2986,336,210,2014,33570000.0,1
2436,389,410,2015,35400000.0,1
2567,1024,210,2015,197200000.0,1
1764,463,430,2015,10000000.0,0
2924,364,120,2015,15000000.0,1
2495,315,220,2015,24000000.0,1
1477,373,240,2015,27500000.0,0
1452,393,140,2015,5644550.0,1
1431,600,410,2015,3713300.0,1
2588,458,410,2015,21273000.0,1
3536,587,210,2015,281670016.0,0
2394,403,310,2015,90000000.0,1
2604,326,430,2016,20000000.0,1
1437,306,310,2016,11104300.0,1
2197,352,240,2016,3700000.0,1
1365,419,320,2016,3000000.0,0
2095,557,410,2016,39000000.0,1
4707,448,230,2016,200190000.0,1
2643,487,240,2016,64300000.0,0
2364,811,220,2016,26730000.0,0
3565,384,220,2016,201900000.0,1
2368,435,160,2016,8000000.0,1
3654,728,230,2016,75000000.0,0
1902,531,410,2016,2250000.0,1
1453,430,430,2016,8740000.0,0
3060,273,230,2016,140100000.0,0
2052,316,310,2016,34603200.0,1
2284,272,310,2016,119000000.0,1
2262,283,410,2017,11092000.0,1
1860,242,140,2017,17540000.0,1
3834,271,140,2017,233200000.0,1
1794,262,220,2017,35000000.0,1
2374,299,310,2017,8000000.0,1
2475,265,120,2017,6549210.0,0
1683,347,410,2017,1000000.0,1
3111,316,220,2017,151000000.0,1
2467,264,140,2017,3000000.0,1
1347,364,120,2017,10750000.0,1
2353,319,220,2017,56600000.0,1
2581,339,210,2017,281700000.0,1
1742,239,430,2018,74850000.0,1
3821,-1462,310,2018,50000000.0,1
3698,180,114,1998,17800000.0,1
2668,272,321,1998,4900000.0,0
126,543,240,2002,85000000.0,1
51,460,121,2002,70000000.0,1
650,1083,114,2003,3750000.0,0
1281,242,250,2004,7000000.0,1
7,419,151,2004,45000000.0,1
975,271,160,2004,10000000.0,1
509,277,321,2004,80000000.0,1
468,379,160,2004,80000000.0,1
1281,217,250,2004,7500000.0,1
959,308,510,2004,2800000.0,1
1278,992,230,2004,20000000.0,1
532,243,151,2004,15000000.0,1
22,1001,321,2005,55000000.0,1
2693,1014,151,2005,6.0,1
1336,254,160,2006,5450000.0,1
1386,707,331,2006,31500000.0,1
2236,225,410,2007,75000000.0,1
1761,1182,250,2007,10983000.0,1
1885,356,113,2007,12170000.0,1
1602,259,321,2007,14977000.0,1
131,891,240,2009,50000000.0,1
70,2337,150,2010,100000000.0,1
70,695,240,2010,100000000.0,1
825,1822,110,2011,6000000.0,0
2179,1097,410,2011,22140000.0,0
168,1712,150,2011,100000000.0,1
131,1812,240,2011,400000000.0,1
3050,750,210,2012,61250000.0,1
2557,789,230,2012,30750000.0,0
2679,2094,160,2012,25380000.0,1
3236,452,120,2012,23480500.0,1
2867,226,310,2012,39510000.0,1
3332,423,230,2013,25000000.0,1
2172,447,310,2013,17000000.0,0
3184,378,310,2014,32700000.0,1
2889,452,410,2015,43000000.0,0
2016,364,120,2015,10000000.0,1
2569,1182,160,2015,46400000.0,1
1509,400,240,2016,12845100.0,1
1405,262,240,2017,200000000.0,1
1578,422,160,2017,10000000.0,0
10,3243,151,2004,80000000.0,1
939,297,210,2004,42000000.0,1
16,2735,151,2005,80000000.0,1
1275,236,151,2005,10000000.0,1
1178,1260,151,2006,10900000.0,1
1485,362,140,2006,33000000.0,1
